age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
0.301369863,private,10,Divorced,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.150684932,private,12,Never-married,Sales,Not-in-family,White,Female,0.602040816,United-States,lessthan50k
0.095890411,private,9,Never-married,Other-Service,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.287671233,selfempnotinc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.346938776,United-States,lessthan50k
0.273972603,private,13,Married-civ-spouse,Sales,Husband,White,Male,0.5,United-States,lessthan50k
0.397260274,private,12,Divorced,Tech Support,Not-in-family,Black,Female,0.357142857,United-States,lessthan50k
0.287671233,federalgov,14,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.397959184,Iran,morethan50k
0.356164384,selfempnotinc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.602040816,United-States,lessthan50k
0.136986301,private,11,Married-civ-spouse,Admin-clerical,Wife,White,Female,0.346938776,United-States,lessthan50k
0.04109589,private,10,Never-married,Craft-repair,Own-child,White,Male,0.193877551,United-States,lessthan50k
0.438356164,private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.397959184,United-States,morethan50k
0.602739726,selfempinc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,lessthan50k
0.136986301,private,10,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.02739726,private,10,Never-married,Other-Service,Own-child,White,Male,0.295918367,Mexico,lessthan50k
0.383561644,private,11,Never-married,Prof-Speciality,Not-in-family,White,Female,0.397959184,United-States,morethan50k
0.726027397,private,10,Never-married,Tech Support,Other-relative,White,Male,0.397959184,United-States,lessthan50k
0.246575342,private,9,Never-married,Transport-Moving,Unmarried,Black,Female,0.295918367,United-States,lessthan50k
0.068493151,private,10,Married-civ-spouse,Other-Service,Husband,White,Male,0.234693878,United-States,lessthan50k
0.246575342,private,9,Widowed,Other-Service,Unmarried,White,Female,0.234693878,United-States,lessthan50k
0.643835616,private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,lessthan50k
0.410958904,localgov,10,Divorced,Admin-clerical,Unmarried,White,Female,0.37755102,Mexico,lessthan50k
0.232876712,private,9,Never-married,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.246575342,private,13,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0.397959184,Philippines,lessthan50k
0.054794521,private,9,Never-married,Craft-repair,Own-child,White,Male,0.346938776,United-States,lessthan50k
0.424657534,private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.459183673,United-States,lessthan50k
0.082191781,private,13,Never-married,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.739726027,selfempnotinc,10,Separated,Sales,Unmarried,Black,Male,0.010204082,United-States,lessthan50k
0.164383562,private,9,Divorced,Craft-repair,Not-in-family,White,Male,0.602040816,United-States,lessthan50k
0.342465753,private,13,Separated,Other-Service,Other-relative,Black,Male,0.5,United-States,lessthan50k
0.109589041,private,9,Never-married,Other-Service,Unmarried,White,Female,0.397959184,United-States,lessthan50k
0.369863014,selfempinc,14,Divorced,Exec-Managerial,Unmarried,Asian-Pac-Islander,Female,0.397959184,United-States,lessthan50k
0.150684932,private,9,Never-married,Exec-Managerial,Not-in-family,Asian-Pac-Islander,Female,0.397959184,England,lessthan50k
0.383561644,selfempnotinc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.260273973,private,10,Divorced,Other-Service,Unmarried,White,Female,0.397959184,Mexico,lessthan50k
0.301369863,federalgov,12,Never-married,Exec-Managerial,Not-in-family,White,Male,0.418367347,United-States,lessthan50k
0.397260274,stategov,14,Widowed,Protective-serv,Unmarried,White,Male,0.397959184,United-States,lessthan50k
0.01369863,private,6,Never-married,Craft-repair,Own-child,White,Male,0.153061224,United-States,lessthan50k
0.671232877,localgov,11,Widowed,Prof-Speciality,Not-in-family,White,Female,0.193877551,United-States,lessthan50k
0.136986301,private,9,Never-married,Other-Service,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.246575342,stategov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.397959184,United-States,lessthan50k
0.465753425,private,10,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,morethan50k
0.136986301,private,13,Never-married,Craft-repair,Not-in-family,White,Male,0.5,United-States,lessthan50k
0.150684932,stategov,13,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.397959184,United-States,morethan50k
0.136986301,private,9,Married-spouse-absent,Sales,Unmarried,White,Female,0.244897959,United-States,lessthan50k
0.054794521,private,9,Never-married,Craft-repair,Own-child,Black,Male,0.397959184,United-States,lessthan50k
0.232876712,private,9,Never-married,Handlers-Movers,Not-in-family,Black,Male,0.397959184,United-States,lessthan50k
0.01369863,private,9,Never-married,Craft-repair,Own-child,White,Male,0.112244898,United-States,lessthan50k
0.246575342,private,13,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.653061224,United-States,lessthan50k
0.369863014,localgov,10,Married-civ-spouse,Exec-Managerial,Husband,Black,Male,0.37755102,United-States,morethan50k
0.356164384,private,10,Divorced,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.178082192,private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0.448979592,United-States,lessthan50k
0.315068493,private,3,Married-civ-spouse,Machine-op-inspect,Husband,White,Male,0.397959184,Mexico,morethan50k
0.273972603,federalgov,10,Married-civ-spouse,Admin-clerical,Husband,White,Male,0.418367347,United-States,morethan50k
0.232876712,private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.397959184,United-States,lessthan50k
0.246575342,selfempnotinc,13,Divorced,Exec-Managerial,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.246575342,private,14,Married-civ-spouse,Prof-Speciality,Wife,White,Female,0.5,United-States,lessthan50k
0.561643836,stategov,15,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0,United-States,morethan50k
0.287671233,private,10,Divorced,Machine-op-inspect,Not-in-family,Black,Female,0.275510204,United-States,lessthan50k
0.095890411,private,10,Married-civ-spouse,Machine-op-inspect,Husband,White,Male,0.397959184,United-States,lessthan50k
0.328767123,localgov,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.397959184,United-States,lessthan50k
0.410958904,private,10,Married-civ-spouse,Tech Support,Husband,White,Male,0.448979592,United-States,lessthan50k
0.328767123,federalgov,13,Married-civ-spouse,Tech Support,Husband,White,Male,0.234693878,United-States,lessthan50k
0.082191781,private,2,Married-civ-spouse,Transport-Moving,Other-relative,White,Male,0.397959184,Mexico,lessthan50k
0.260273973,private,10,Divorced,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.315068493,federalgov,14,Never-married,Exec-Managerial,Not-in-family,White,Female,0.551020408,United-States,morethan50k
0.246575342,private,14,Married-civ-spouse,Prof-Speciality,Other-relative,White,Male,0.397959184,United-States,morethan50k
0.095890411,selfempnotinc,9,Never-married,Sales,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.123287671,private,14,Never-married,Prof-Speciality,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.465753425,private,13,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.5,United-States,morethan50k
0.342465753,localgov,10,Never-married,Prof-Speciality,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.273972603,private,9,Divorced,Admin-clerical,Unmarried,White,Female,0.346938776,United-States,lessthan50k
0.01369863,private,6,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.260273973,private,13,Married-civ-spouse,Other-Service,Husband,Black,Male,0.357142857,United-States,morethan50k
0.246575342,private,9,Divorced,Craft-repair,Not-in-family,White,Male,0.602040816,United-States,lessthan50k
0.561643836,selfempinc,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0.346938776,United-States,morethan50k
0,private,6,Never-married,Sales,Own-child,White,Female,0.112244898,United-States,lessthan50k
0.369863014,localgov,9,Married-civ-spouse,Transport-Moving,Husband,Black,Male,0.397959184,United-States,lessthan50k
0.273972603,private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.246575342,private,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0.397959184,United-States,lessthan50k
0.589041096,private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.397959184,United-States,lessthan50k
0.246575342,selfempinc,3,Married-civ-spouse,Machine-op-inspect,Husband,White,Male,0.397959184,United-States,morethan50k
0.273972603,private,13,Never-married,Exec-Managerial,Not-in-family,Black,Male,0.602040816,United-States,morethan50k
0.246575342,private,12,Divorced,Sales,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.287671233,private,13,Married-civ-spouse,Sales,Husband,White,Male,0.5,Poland,lessthan50k
0.383561644,private,13,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.551020408,United-States,lessthan50k
0.246575342,private,5,Never-married,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.246575342,private,10,Married-civ-spouse,Handlers-Movers,Husband,White,Male,0.397959184,United-States,lessthan50k
1,private,9,Never-married,Other-Service,Not-in-family,Black,Male,0.397959184,United-States,lessthan50k
0.506849315,private,9,Married-civ-spouse,Admin-clerical,Husband,Black,Male,0.193877551,United-States,lessthan50k
0.493150685,private,0,Never-married,Machine-op-inspect,Not-in-family,White,Female,0.346938776,United-States,lessthan50k
0.01369863,private,9,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.671232877,selfempnotinc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.5,United-States,lessthan50k
0.794520548,private,11,Widowed,Admin-clerical,Not-in-family,White,Female,0.193877551,Columbia,lessthan50k
0.246575342,private,9,Divorced,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.246575342,private,6,Separated,Transport-Moving,Not-in-family,Black,Male,0.397959184,United-States,lessthan50k
0.328767123,private,9,Divorced,Sales,Unmarried,Black,Female,0.37755102,United-States,lessthan50k
0.109589041,private,10,Never-married,Admin-clerical,Not-in-family,White,Male,0.418367347,United-States,lessthan50k
0.219178082,private,10,Divorced,Craft-repair,Other-relative,Other,Female,0.397959184,United-States,lessthan50k
0.150684932,private,8,Never-married,Prof-Speciality,Not-in-family,White,Male,0.551020408,United-States,morethan50k
0.246575342,stategov,9,Married-civ-spouse,Other-Service,Husband,White,Male,0.397959184,United-States,lessthan50k
0.315068493,stategov,10,Never-married,Admin-clerical,Not-in-family,White,Female,0.37755102,United-States,lessthan50k
0.328767123,private,13,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.5,Iran,morethan50k
0.287671233,localgov,14,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.704081633,United-States,morethan50k
0.082191781,private,9,Never-married,Transport-Moving,Own-child,White,Male,0.397959184,United-States,lessthan50k
0.315068493,private,13,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.397959184,United-States,morethan50k
0.328767123,private,9,Married-civ-spouse,Other-Service,Wife,White,Female,0.193877551,United-States,lessthan50k
0.095890411,stategov,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.5,United-States,lessthan50k
0.246575342,private,10,Divorced,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.561643836,private,9,Married-civ-spouse,Admin-clerical,Husband,White,Male,0.448979592,United-States,morethan50k
0.205479452,private,9,Never-married,Other-Service,Not-in-family,White,Female,0.336734694,United-States,lessthan50k
0.315068493,private,12,Married-civ-spouse,Tech Support,Husband,White,Male,0.602040816,United-States,morethan50k
0.328767123,private,8,Married-civ-spouse,Craft-repair,Wife,White,Female,0.397959184,United-States,morethan50k
0.342465753,private,13,Married-civ-spouse,Admin-clerical,Wife,Black,Female,0.397959184,United-States,lessthan50k
0.575342466,localgov,5,Widowed,Other-Service,Unmarried,Black,Female,0.295918367,United-States,lessthan50k
0.02739726,localgov,10,Never-married,Craft-repair,Own-child,White,Male,0.397959184,United-States,lessthan50k
0.561643836,private,10,Never-married,Transport-Moving,Not-in-family,White,Male,0.193877551,United-States,lessthan50k
0.342465753,selfempnotinc,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.397959184,Cambodia,morethan50k
0.04109589,private,9,Never-married,Other-Service,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.205479452,private,9,Separated,Other-Service,Not-in-family,White,Female,0.295918367,United-States,lessthan50k
0.383561644,private,11,Widowed,Exec-Managerial,Not-in-family,White,Female,0.448979592,United-States,lessthan50k
0.452054795,private,3,Divorced,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.260273973,private,13,Divorced,Prof-Speciality,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.383561644,private,9,Married-civ-spouse,Sales,Husband,White,Male,0.602040816,United-States,lessthan50k
0,private,6,Never-married,Other-Service,Own-child,White,Male,0.112244898,United-States,lessthan50k
0.575342466,private,10,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,lessthan50k
0.123287671,private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,lessthan50k
0.273972603,private,10,Married-civ-spouse,Exec-Managerial,Husband,Asian-Pac-Islander,Male,0.755102041,Thailand,morethan50k
0.246575342,private,9,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.397959184,United-States,morethan50k
0.219178082,private,13,Never-married,Prof-Speciality,Not-in-family,White,Female,0.448979592,United-States,lessthan50k
0.219178082,private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0.397959184,United-States,morethan50k
0.602739726,private,9,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.397959184,United-States,morethan50k
0,private,4,Never-married,Other-Service,Own-child,White,Male,0.234693878,United-States,lessthan50k
0.452054795,selfempnotinc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.989795918,United-States,lessthan50k
0.136986301,localgov,14,Never-married,Prof-Speciality,Own-child,White,Male,0.346938776,United-States,lessthan50k
0.178082192,private,9,Divorced,Prof-Speciality,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.356164384,private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.397959184,United-States,lessthan50k
0.369863014,private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.246575342,private,10,Never-married,Exec-Managerial,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.109589041,private,10,Never-married,Tech Support,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.095890411,private,10,Married-civ-spouse,Machine-op-inspect,Wife,White,Female,0.479591837,United-States,morethan50k
0.068493151,private,13,Never-married,Prof-Speciality,Not-in-family,White,Female,0.142857143,Germany,lessthan50k
0.342465753,localgov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.232876712,private,12,Divorced,Sales,Unmarried,Black,Female,0.448979592,United-States,lessthan50k
